 id_proyecto;fecha_inicio;ubicacion;cliente;tecnico_encargado;tipo_proyecto;complejidad;indice_riesgo;experiencia_contratista;duracion_planificada_dias;retraso_dias;incidentes_ambientales;costo_presupuesto_inicial;costo_real_final;desviacion_coste_pct;coste_material_final;coste_maquinaria_final;coste_mano_obra_final;coste_adicional_final;tipo_material;diametro_tuberia_mm;longitud_tuberia_km;num_valvulas_compuerta;num_hidrantes;num_bocas_riego;m2_lona;tipo_lona;m2_geotextil;electrovalvulas;bombas;tipo_reparacion;complejidad_reparacion
HIDRO-2025-00916;2024-08-23 13:28:39.826043;Central;Comunidad de Regantes;TEC-0004;Red Agua Potable;1;2,1;2;95;-2;1;3090255,3;3447407,95;11,56;2988098,1;39097,2;63060,0;357152,65;FD;300;31,53;9;3;63;0;;0;0;0;;0
HIDRO-2025-00941;2024-08-23 13:28:39.826475;Central;Comunidad de Regantes;TEC-0007;Red Agua Potable;1;2,4;2;144;-3;2;4911800,0;5997991,61;22,11;4606070,4;89131,2;216598,4;1086191,61;PE;250;47,92;14;4;95;0;;0;0;0;;0
HIDRO-2025-01314;2024-08-23 13:28:39.832867;Este;Privado;TEC-0003;Reparación;1;1,2;1;9;2;2;15665,53;18612,5;18,81;15254,88;136,15;274,5;2946,97;FD;150;0,183;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-00545;2024-08-24 13:28:39.819042;Este;Privado;TEC-0036;Riego Agrícola;2;1,8;1;23;4;3;177928,3;251188,6;41,17;147493,1;7660,0;22775,2;73260,3;;110;7,51;0;0;0;0;;0;15;1;;0
HIDRO-2025-00760;2024-08-24 13:28:39.823348;Sur;Privado;TEC-0032;Reparación;1;2,8;3;7;-1;1;17164,31;21633,88;26,04;16793,28;109,37;261,66;4469,57;FD;200;0,147;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-00784;2024-08-24 13:28:39.823764;Este;Privado;TEC-0029;Impermeabilización;2;1,1;1;37;0;0;116202,24;156966,47;35,08;53734,89;11066,88;51400,47;40764,23;;0;0,0;0;0;0;4323;vertederos;4755;0;0;;0
HIDRO-2025-00983;2024-08-24 13:28:39.827187;Este;Comunidad de Regantes;TEC-0035;Riego Agrícola;1;1,8;1;32;-1;2;1321090,0;1661124,23;25,74;1238705,8;24182,4;58201,8;340034,23;;250;12,84;0;0;0;0;;0;25;2;;0
HIDRO-2025-00364;2024-08-26 13:28:39.815820;Central;Comunidad de Regantes;TEC-0020;Reparación;2;1,3;5;35;-5;0;24091,7;23304,65;-3,27;21616,14;406,22;2069,34;-787,06;PE;160;0,273;0;0;0;0;;0;0;0;Sustitución;2
HIDRO-2025-01262;2024-08-27 13:28:39.831976;Oeste;Privado;TEC-0036;Riego Agrícola;1;2,5;4;32;-6;3;886751,2;1025861,76;15,69;806397,7;24461,4;55892,1;139110,56;;200;12,99;0;0;0;0;;0;25;2;;0
HIDRO-2025-00366;2024-08-28 13:28:39.815854;Central;Municipal;TEC-0043;Reparación;2;1,6;2;15;0;1;32938,14;43049,09;30,7;32252,46;168,14;517,54;10110,95;FD;400;0,113;0;0;0;0;;0;0;0;Sustitución;2
HIDRO-2025-00441;2024-08-28 13:28:39.817148;Este;Municipal;TEC-0010;Impermeabilización;1;1,1;2;59;-2;1;236221,44;259936,38;10,04;109234,84;22497,28;104489,32;23714,94;;0;0,0;0;0;0;8788;vertederos;9667;0;0;;0
HIDRO-2025-00489;2024-08-28 13:28:39.818071;Oeste;Municipal;TEC-0008;Riego Agrícola;1;1,3;1;21;-1;0;146669,8;217327,29;48,17;121360,6;150,0;25159,2;70657,49;;90;8,98;0;0;0;0;;0;17;1;;0
HIDRO-2025-01253;2024-08-28 13:28:39.831828;Norte;Industrial;TEC-0008;Red Agua Potable;3;1,8;1;147;-1;1;11967994,1;15257202,68;27,48;11741354,3;57120,6;169519,2;3289208,58;PE;500;30,71;9;3;61;0;;0;0;0;;0
HIDRO-2025-00758;2024-08-29 13:28:39.823314;Norte;Privado;TEC-0023;Reparación;1;1,4;2;2;0;1;11695,06;12397,9;6,01;11452,95;86,49;155,62;702,84;PE;400;0,031;0;0;0;0;;0;0;0;Rotura;1
HIDRO-2025-00977;2024-08-29 13:28:39.827084;Norte;Industrial;TEC-0003;Red Agua Potable;1;2,1;1;109;0;1;5804200,5;7869457,59;35,58;5561675,0;67834,2;174691,3;2065257,09;PE;315;36,47;10;3;72;0;;0;0;0;;0
HIDRO-2025-01102;2024-08-29 13:28:39.829269;Central;Industrial;TEC-0022;Red Agua Potable;1;2,3;1;64;1;2;498795,4;677198,34;35,77;412847,8;21380,0;64567,6;178402,94;PE;110;21,38;6;2;42;0;;0;0;0;;0
HIDRO-2025-01438;2024-08-29 13:28:39.834991;Central;Privado;TEC-0039;Reparación;1;1,1;5;8;-7;0;17980,32;17464,08;-2,87;17573,95;119,78;286,58;-516,23;FD;250;0,161;0;0;0;0;;0;0;0;Refuerzo;1
HIDRO-2025-00300;2024-08-30 13:28:39.814698;Sur;Privado;TEC-0030;Impermeabilización;2;1,1;4;149;-7;2;462309,12;507809,07;9,84;213783,57;44029,44;204496,11;45499,95;;0;0,0;0;0;0;17199;vertederos;18919;0;0;;0
HIDRO-2025-01191;2024-08-30 13:28:39.830787;Oeste;Privado;TEC-0034;Reparación;2;2,5;5;15;-7;1;17317,76;20963,36;21,05;16632,14;217,62;468,0;3645,6;FD;300;0,117;0;0;0;0;;0;0;0;Rotura;2
HIDRO-2025-00904;2024-08-31 13:28:39.825836;Norte;Comunidad de Regantes;TEC-0024;Riego Agrícola;1;1,4;5;21;-7;0;150922,4;120737,92;-20,0;124882,8;150,0;25889,6;-30184,48;;90;9,24;0;0;0;0;;0;18;1;;0
HIDRO-2025-00293;2024-09-01 13:28:39.814581;Este;Comunidad de Regantes;TEC-0050;Reparación;1;1,2;4;1;-1;1;1626,48;1662,38;2,21;1583,84;14,14;28,5;35,9;FD;150;0,019;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-01168;2024-09-01 13:28:39.830395;Este;Comunidad de Regantes;TEC-0046;Impermeabilización;2;2,4;4;96;-7;5;228598,2;297579,85;30,18;112190,67;28408,32;87999,21;68981,65;;0;0,0;0;0;0;11097;200gr;12207;0;0;;0
HIDRO-2025-01311;2024-09-01 13:28:39.832821;Central;Comunidad de Regantes;TEC-0039;Reparación;3;1,6;2;28;1;2;13957,58;18877,65;35,25;13251,84;86,3;619,44;4920,06;FD;200;0,116;0;0;0;0;;0;0;0;Sustitución;3
HIDRO-2025-00053;2024-09-02 13:28:39.810336;Sur;Industrial;TEC-0025;Red Agua Potable;1;1,9;3;63;-5;2;486663,8;550534,15;13,12;402806,6;20860,0;62997,2;63870,35;PE;110;20,86;6;2;41;0;;0;0;0;;0
HIDRO-2025-01078;2024-09-02 13:28:39.828863;Sur;Municipal;TEC-0018;Impermeabilización;2;2,2;2;78;-2;3;203438,54;305157,81;50,0;109385,2;22952,96;71100,38;101719,27;;0;0,0;0;0;0;8966;400gr;9863;0;0;;0
HIDRO-2025-00178;2024-09-03 13:28:39.812600;Norte;Municipal;TEC-0011;Riego Agrícola;1;2,1;3;23;-4;0;1007580,0;1154456,98;14,58;944791,0;18378,0;44411,0;146876,98;;250;9,8;0;0;0;0;;0;19;1;;0
HIDRO-2025-00187;2024-09-03 13:28:39.812757;Sur;Privado;TEC-0037;Impermeabilización;1;2,0;5;106;-6;0;326880,8;322803,49;-1,25;160425,48;40622,08;125833,24;-4077,31;;0;0,0;0;0;0;15868;200gr;17455;0;0;;0
HIDRO-2025-00572;2024-09-03 13:28:39.819655;Norte;Comunidad de Regantes;TEC-0015;Red Agua Potable;2;2,4;3;23;-4;0;265042,8;355835,54;34,26;235164,6;7365,6;22512,6;90792,74;PE;160;5,94;1;1;11;0;;0;0;0;;0
HIDRO-2025-00937;2024-09-04 13:28:39.826405;Oeste;Comunidad de Regantes;TEC-0001;Riego Agrícola;3;1,8;4;42;-7;2;452971,0;553493,28;22,19;401979,5;12762,0;38229,5;100522,28;;160;10,05;0;0;0;0;;0;20;2;;0
HIDRO-2025-00304;2024-09-05 13:28:39.814769;Central;Comunidad de Regantes;TEC-0027;Reparación;2;2,8;2;27;-3;2;30857,39;41892,43;35,76;29710,4;310,99;836,0;11035,04;FD;300;0,209;0;0;0;0;;0;0;0;Refuerzo;2
HIDRO-2025-00452;2024-09-05 13:28:39.817385;Oeste;Industrial;TEC-0006;Impermeabilización;1;2,0;1;70;-1;1;284256,0;390166,68;37,26;131447,25;27072,0;125736,75;105910,68;;0;0,0;0;0;0;10575;vertederos;11633;0;0;;0
HIDRO-2025-00728;2024-09-07 13:28:39.822792;Oeste;Privado;TEC-0018;Red Agua Potable;2;2,3;4;27;-7;7;405331,2;482240,78;18,97;388987,2;4222,2;12121,8;76909,58;FD;200;6,81;2;1;13;0;;0;0;0;;0
HIDRO-2025-00809;2024-09-07 13:28:39.824204;Sur;Comunidad de Regantes;TEC-0050;Impermeabilización;2;2,3;4;58;-7;1;138864,6;170526,97;22,8;68151,51;17256,96;53456,13;31662,37;;0;0,0;0;0;0;6741;200gr;7415;0;0;;0
HIDRO-2025-01094;2024-09-07 13:28:39.829133;Oeste;Municipal;TEC-0043;Impermeabilización;2;1,3;1;69;2;2;214636,8;282308,43;31,53;99253,55;20441,6;94941,65;67671,63;;0;0,0;0;0;0;7985;vertederos;8784;0;0;;0
HIDRO-2025-00175;2024-09-08 13:28:39.812549;Central;Municipal;TEC-0028;Impermeabilización;1;2,8;3;41;-3;3;125639,4;144803,0;15,25;61660,89;15613,44;48365,07;19163,6;;0;0,0;0;0;0;6099;200gr;6709;0;0;;0
HIDRO-2025-00775;2024-09-08 13:28:39.823615;Norte;Municipal;TEC-0024;Riego Agrícola;2;1,5;3;44;-3;1;633955,8;763669,13;20,46;562603,1;17771,6;53581,1;129713,33;;160;14,09;0;0;0;0;;0;28;2;;0
HIDRO-2025-00997;2024-09-08 13:28:39.827435;Norte;Municipal;TEC-0047;Impermeabilización;2;1,8;3;112;-1;0;266625,8;330736,18;24,05;130853,73;33134,08;102637,99;64110,38;;0;0,0;0;0;0;12943;200gr;14237;0;0;;0
HIDRO-2025-01140;2024-09-08 13:28:39.829930;Sur;Municipal;TEC-0010;Impermeabilización;1;1,9;4;31;-5;1;123271,68;134357,72;8,99;57003,98;11740,16;54527,54;11086,04;;0;0,0;0;0;0;4586;vertederos;5045;0;0;;0
HIDRO-2025-00438;2024-09-09 13:28:39.817097;Norte;Industrial;TEC-0044;Riego Agrícola;1;2,1;3;5;-2;0;20922,1;24273,61;16,02;17366,2;150,0;3405,9;3351,51;;90;1,21;0;0;0;0;;0;2;1;;0
HIDRO-2025-00553;2024-09-09 13:28:39.819311;Sur;Industrial;TEC-0003;Reparación;1;1,8;1;14;0;2;18640,65;27762,11;48,93;17943,24;266,91;430,5;9121,46;FD;150;0,287;0;0;0;0;;0;0;0;Rotura;1
HIDRO-2025-00744;2024-09-09 13:28:39.823069;Sur;Privado;TEC-0047;Riego Agrícola;2;1,4;1;39;-1;0;1247200,0;1570531,23;25,92;1169414,4;22843,2;54942,4;323331,23;;250;12,12;0;0;0;0;;0;24;2;;0
HIDRO-2025-00886;2024-09-09 13:28:39.825527;Sur;Municipal;TEC-0018;Reparación;2;1,7;2;17;1;1;6039,99;7577,42;25,45;5564,51;94,49;381,0;1537,42;FD;100;0,127;0;0;0;0;;0;0;0;Refuerzo;2
HIDRO-2025-01068;2024-09-09 13:28:39.828650;Este;Industrial;TEC-0005;Riego Agrícola;3;1,7;1;49;-1;0;199901,8;299852,7;50,0;165459,6;300,0;34142,2;99950,9;;90;12,18;0;0;0;0;;0;24;2;;0
HIDRO-2025-01499;2024-09-09 13:28:39.836066;Central;Comunidad de Regantes;TEC-0034;Reparación;2;1,0;3;21;2;0;10132,73;11924,86;17,69;9522,46;121,27;489,0;1792,13;FD;100;0,163;0;0;0;0;;0;0;0;Sustitución;2
HIDRO-2025-00165;2024-09-10 13:28:39.812378;Este;Municipal;TEC-0029;Riego Agrícola;1;2,1;2;7;2;1;204590,0;272421,94;33,16;191772,6;3832,8;8984,6;67831,94;;250;1,98;0;0;0;0;;0;3;1;;0
HIDRO-2025-00600;2024-09-10 13:28:39.820163;Sur;Privado;TEC-0029;Impermeabilización;1;1,3;2;117;10;1;470991,36;515164,23;9,38;217798,46;44856,32;208336,58;44172,87;;0;0,0;0;0;0;17522;vertederos;19274;0;0;;0
HIDRO-2025-00139;2024-09-11 13:28:39.811929;Central;Municipal;TEC-0008;Reparación;1;1,3;1;7;1;0;31668,22;37499,95;18,42;30652,5;373,86;641,86;5831,73;PE;315;0,134;0;0;0;0;;0;0;0;Rotura;1
HIDRO-2025-00223;2024-09-11 13:28:39.813378;Oeste;Privado;TEC-0046;Red Agua Potable;3;1,8;2;200;0;0;1863331,2;2442799,78;31,1;1653278,4;51782,4;158270,4;579468,58;PE;160;41,76;12;4;83;0;;0;0;0;;0
HIDRO-2025-00082;2024-09-12 13:28:39.810882;Sur;Comunidad de Regantes;TEC-0038;Reparación;1;1,5;1;4;1;0;2913,19;3047,12;4,6;2519,95;130,5;262,74;133,93;PE;110;0,087;0;0;0;0;;0;0;0;Rotura;1
HIDRO-2025-00745;2024-09-12 13:28:39.823086;Sur;Privado;TEC-0046;Red Agua Potable;2;1,4;1;58;0;0;1006660,4;1322319,86;31,36;915455,9;27583,8;63620,7;315659,46;PE;200;14,83;4;1;29;0;;0;0;0;;0
HIDRO-2025-01054;2024-09-12 13:28:39.828417;Oeste;Industrial;TEC-0029;Reparación;2;1,6;5;3;-7;2;12908,87;12595,23;-2,43;12616,89;49,1;242,88;-313,65;PE;500;0,022;0;0;0;0;;0;0;0;Refuerzo;2
HIDRO-2025-01332;2024-09-12 13:28:39.833160;Este;Industrial;TEC-0034;Reparación;1;2,1;4;6;-4;2;10783,58;12583,27;16,69;10452,96;113,46;217,16;1799,69;FD;200;0,122;0;0;0;0;;0;0;0;Rotura;1
HIDRO-2025-00403;2024-09-14 13:28:39.816491;Este;Municipal;TEC-0043;Reparación;2;2,8;3;22;-5;5;15328,9;22993,35;50,0;14565,6;158,1;605,2;7664,45;FD;200;0,17;0;0;0;0;;0;0;0;Rotura;2
HIDRO-2025-01420;2024-09-14 13:28:39.834633;Este;Industrial;TEC-0031;Reparación;2;2,8;3;16;-2;5;11271,25;16686,97;48,05;10710,0;116,25;445,0;5415,72;FD;200;0,125;0;0;0;0;;0;0;0;Rotura;2
HIDRO-2025-00064;2024-09-15 13:28:39.810553;Norte;Comunidad de Regantes;TEC-0014;Reparación;1;1,1;1;4;0;1;7105,13;8638,63;21,58;6918,88;61,75;124,5;1533,5;FD;150;0,083;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-00781;2024-09-15 13:28:39.823715;Este;Municipal;TEC-0016;Riego Agrícola;2;2,9;1;7;0;0;19000,9;28501,35;50,0;15779,8;150,0;3071,1;9500,45;;90;1,09;0;0;0;0;;0;2;1;;0
HIDRO-2025-00214;2024-09-16 13:28:39.813219;Este;Privado;TEC-0043;Impermeabilización;1;1,9;1;31;-1;1;107051,42;125580,25;17,31;57559,6;12078,08;37413,74;18528,83;;0;0,0;0;0;0;4718;400gr;5190;0;0;;0
HIDRO-2025-00498;2024-09-16 13:28:39.818232;Este;Comunidad de Regantes;TEC-0035;Riego Agrícola;1;1,2;1;22;0;2;151722,9;191888,64;26,47;125543,8;150,0;26029,1;40165,74;;90;9,29;0;0;0;0;;0;18;1;;0
HIDRO-2025-00480;2024-09-17 13:28:39.817912;Norte;Privado;TEC-0009;Riego Agrícola;1;1,6;2;6;0;1;171790,0;196864,9;14,6;161014,2;3237,6;7538,2;25074,9;;250;1,66;0;0;0;0;;0;3;1;;0
HIDRO-2025-00986;2024-09-17 13:28:39.827240;Sur;Industrial;TEC-0031;Riego Agrícola;2;1,0;1;24;0;0;350309,8;448784,51;28,11;310881,1;9809,6;29619,1;98474,71;;160;7,79;0;0;0;0;;0;15;1;;0
HIDRO-2025-01105;2024-09-17 13:28:39.829326;Norte;Privado;TEC-0028;Red Agua Potable;1;1,5;1;43;-1;1;1479075,0;1598218,16;8,06;1387011,6;26839,8;65223,6;119143,16;PE;250;14,43;4;1;28;0;;0;0;0;;0
HIDRO-2025-00556;2024-09-18 13:28:39.819367;Oeste;Privado;TEC-0027;Riego Agrícola;2;1,7;5;41;-7;0;298948,0;284645,3;-4,78;247831,0;12900,0;38217,0;-14302,7;;110;12,6;0;0;0;0;;0;25;2;;0
HIDRO-2025-00591;2024-09-18 13:28:39.819998;Central;Industrial;TEC-0004;Red Agua Potable;1;2,6;3;95;-4;3;5030731,5;5948536,88;18,24;4820525,0;58794,6;151411,9;917805,38;PE;315;31,61;9;3;63;0;;0;0;0;;0
HIDRO-2025-01149;2024-09-18 13:28:39.830080;Sur;Comunidad de Regantes;TEC-0045;Red Agua Potable;3;2,3;3;163;-5;0;5399959,5;7212941,19;33,57;5174325,0;63109,8;162524,7;1812981,69;PE;315;33,93;10;3;67;0;;0;0;0;;0
HIDRO-2025-01291;2024-09-18 13:28:39.832493;Sur;Comunidad de Regantes;TEC-0036;Impermeabilización;1;2,8;4;37;-7;1;150716,16;179787,22;19,29;69695,01;14353,92;66667,23;29071,06;;0;0,0;0;0;0;5607;vertederos;6168;0;0;;0
HIDRO-2025-01036;2024-09-19 13:28:39.828116;Este;Municipal;TEC-0008;Impermeabilización;1;1,4;2;133;-3;0;452801,64;501214,74;10,69;243463,2;51087,36;158251,08;48413,1;;0;0,0;0;0;0;19956;400gr;21952;0;0;;0
HIDRO-2025-01134;2024-09-19 13:28:39.829828;Central;Industrial;TEC-0025;Red Agua Potable;2;2,8;3;62;-3;4;6239257,1;7939501,1;27,25;6121103,3;29778,6;88375,2;1700244,0;PE;500;16,01;4;1;32;0;;0;0;0;;0
HIDRO-2025-00716;2024-09-20 13:28:39.822584;Oeste;Municipal;TEC-0049;Impermeabilización;1;1,4;1;124;0;0;501500,16;590012,58;17,65;231906,51;47761,92;221831,73;88512,42;;0;0,0;0;0;0;18657;vertederos;20523;0;0;;0
HIDRO-2025-01463;2024-09-21 13:28:39.835452;Este;Municipal;TEC-0003;Reparación;1;2,3;1;9;0;1;8185,36;10906,75;33,25;7755,26;164,61;265,5;2721,38;FD;100;0,177;0;0;0;0;;0;0;0;Rotura;1
HIDRO-2025-00808;2024-09-22 13:28:39.824186;Oeste;Industrial;TEC-0012;Reparación;2;2,1;1;25;-1;5;97945,17;132352,66;35,13;95564,4;433,01;1947,76;34407,49;PE;400;0,194;0;0;0;0;;0;0;0;Sustitución;2
HIDRO-2025-00533;2024-09-23 13:28:39.818838;Oeste;Comunidad de Regantes;TEC-0012;Impermeabilización;1;1,7;2;92;-3;0;285680,8;308519,52;7,99;140205,48;35502,08;109973,24;22838,72;;0;0,0;0;0;0;13868;200gr;15255;0;0;;0
HIDRO-2025-01250;2024-09-23 13:28:39.831779;Sur;Municipal;TEC-0035;Riego Agrícola;3;1,7;4;16;-7;0;57464,7;72461,81;26,1;47583,4;150,0;9731,3;14997,11;;90;3,47;0;0;0;0;;0;6;1;;0
HIDRO-2025-01079;2024-09-25 13:28:39.828879;Este;Municipal;TEC-0034;Impermeabilización;1;2,8;3;53;-3;1;180249,36;232028,43;28,73;96916,8;20336,64;62995,92;51779,07;;0;0,0;0;0;0;7944;400gr;8738;0;0;;0
HIDRO-2025-01343;2024-09-25 13:28:39.833357;Este;Privado;TEC-0011;Reparación;1;1,3;3;1;0;3;10940,54;11899,6;8,77;10714,05;80,91;145,58;959,06;PE;400;0,029;0;0;0;0;;0;0;0;Rotura;1
HIDRO-2025-00037;2024-09-26 13:28:39.810058;Norte;Privado;TEC-0041;Red Agua Potable;1;1,9;1;99;-1;1;767557,0;1068407,44;39,2;635299,0;32900,0;99358,0;300850,44;PE;110;32,9;9;3;65;0;;0;0;0;;0
HIDRO-2025-00066;2024-09-26 13:28:39.810588;Este;Comunidad de Regantes;TEC-0014;Red Agua Potable;3;1,5;1;84;0;0;780850,0;1169310,14;49,75;692825,0;21700,0;66325,0;388460,14;PE;160;17,5;5;1;35;0;;0;0;0;;0
HIDRO-2025-01040;2024-09-26 13:28:39.828190;Sur;Municipal;TEC-0041;Reparación;2;2,2;2;38;-2;2;10659,46;13506,81;26,71;8457,78;438,0;1763,68;2847,35;PE;110;0,292;0;0;0;0;;0;0;0;Rotura;2
HIDRO-2025-00146;2024-09-27 13:28:39.812049;Este;Comunidad de Regantes;TEC-0048;Riego Agrícola;1;2,1;4;19;-7;1;547886,4;653947,51;19,36;498251,9;15085,8;34548,7;106061,11;;200;8,03;0;0;0;0;;0;16;1;;0
HIDRO-2025-00502;2024-09-27 13:28:39.818299;Sur;Comunidad de Regantes;TEC-0007;Reparación;1;2,8;4;1;-7;5;4800,73;5556,38;15,74;4709,43;40,92;50,38;755,65;FD;400;0,022;0;0;0;0;;0;0;0;Rotura;1
HIDRO-2025-00435;2024-09-28 13:28:39.817045;Norte;Comunidad de Regantes;TEC-0033;Reparación;1;1,4;5;7;-7;2;69979,28;57479,4;-17,86;68964,0;312,48;702,8;-12499,88;PE;400;0,14;0;0;0;0;;0;0;0;Sustitución;1
HIDRO-2025-01230;2024-09-28 13:28:39.831441;Central;Industrial;TEC-0024;Impermeabilización;1;1,1;1;69;5;0;214137,0;295642,55;38,06;105093,45;26611,2;82432,35;81505,55;;0;0,0;0;0;0;10395;200gr;11435;0;0;;0
HIDRO-2025-00778;2024-09-29 13:28:39.823665;Norte;Industrial;TEC-0035;Riego Agrícola;2;1,3;3;17;9;0;220371,8;231082,37;4,86;195560,1;6213,6;18598,1;10710,57;;160;4,89;0;0;0;0;;0;9;1;;0
HIDRO-2025-00804;2024-09-29 13:28:39.824117;Sur;Municipal;TEC-0047;Impermeabilización;1;2,7;2;117;-3;2;471609,6;634172,04;34,47;218084,35;44915,2;208610,05;162562,44;;0;0,0;0;0;0;17545;vertederos;19300;0;0;;0
HIDRO-2025-00391;2024-09-30 13:28:39.816284;Norte;Comunidad de Regantes;TEC-0006;Red Agua Potable;1;1,7;4;27;0;1;281970,0;305067,92;8,19;262890,0;5580,0;13500,0;23097,92;FD;100;9,0;2;1;18;0;;0;0;0;;0
HIDRO-2025-00217;2024-10-01 13:28:39.813267;Norte;Privado;TEC-0029;Reparación;1;2,7;4;8;-6;5;10815,59;13220,8;22,24;10440,84;124,25;250,5;2405,21;FD;150;0,167;0;0;0;0;;0;0;0;Refuerzo;1
HIDRO-2025-00555;2024-10-01 13:28:39.819349;Este;Industrial;TEC-0040;Riego Agrícola;1;1,6;2;9;0;0;53302,1;59716,15;12,03;44146,2;150,0;9005,9;6414,05;;90;3,21;0;0;0;0;;0;6;1;;0
HIDRO-2025-00890;2024-10-01 13:28:39.825599;Oeste;Municipal;TEC-0038;Riego Agrícola;1;2,0;3;7;-3;1;205615,0;231585,98;12,63;192733,8;3851,4;9029,8;25970,98;;250;1,99;0;0;0;0;;0;3;1;;0
HIDRO-2025-01424;2024-10-01 13:28:39.834743;Este;Comunidad de Regantes;TEC-0016;Reparación;3;1,9;1;34;0;2;9622,49;14433,73;50,0;8877,84;105,65;639,0;4811,24;FD;150;0,142;0;0;0;0;;0;0;0;Fuga;3
HIDRO-2025-00026;2024-10-02 13:28:39.809861;Central;Industrial;TEC-0037;Riego Agrícola;1;2,2;3;35;-4;0;239256,1;273201,82;14,19;198009,2;300,0;40946,9;33945,72;;90;14,61;0;0;0;0;;0;29;2;;0
HIDRO-2025-00377;2024-10-02 13:28:39.816040;Oeste;Industrial;TEC-0032;Red Agua Potable;2;1,2;5;83;0;1;5367416,0;5578960,38;3,94;5221560,0;39432,0;106424,0;211544,38;PE;400;21,2;6;2;42;0;;0;0;0;;0
HIDRO-2025-00473;2024-10-02 13:28:39.817798;Oeste;Privado;TEC-0002;Riego Agrícola;1;2,2;2;16;-3;1;149662,3;185599,29;24,01;124066,1;6460,0;19136,2;35936,99;;110;6,31;0;0;0;0;;0;12;1;;0
HIDRO-2025-01247;2024-10-02 13:28:39.831732;Norte;Privado;TEC-0036;Riego Agrícola;1;2,9;2;20;-3;3;866885,0;1300327,5;50,0;812851,6;15829,8;38203,6;433442,5;;250;8,43;0;0;0;0;;0;16;1;;0
HIDRO-2025-00013;2024-10-03 13:28:39.809632;Central;Municipal;TEC-0015;Impermeabilización;1;2,5;1;57;3;1;231705,6;274262,56;18,37;107146,6;22067,2;102491,8;42556,96;;0;0,0;0;0;0;8620;vertederos;9482;0;0;;0
HIDRO-2025-00249;2024-10-03 13:28:39.813826;Sur;Industrial;TEC-0008;Impermeabilización;2;2,2;5;38;-7;0;116766,72;133749,52;14,54;53995,92;11120,64;51650,16;16982,8;;0;0,0;0;0;0;4344;vertederos;4778;0;0;;0
HIDRO-2025-00268;2024-10-03 13:28:39.814155;Oeste;Privado;TEC-0029;Impermeabilización;1;2,4;1;30;-1;3;91464,0;118664,66;29,74;44888,4;11366,4;35209,2;27200,66;;0;0,0;0;0;0;4440;200gr;4884;0;0;;0
HIDRO-2025-00607;2024-10-03 13:28:39.820288;Norte;Industrial;TEC-0034;Reparación;1;2,6;4;6;1;1;10672,68;12762,63;19,58;10367,28;90,02;215,38;2089,95;FD;200;0,121;0;0;0;0;;0;0;0;Refuerzo;1
HIDRO-2025-00278;2024-10-04 13:28:39.814324;Este;Industrial;TEC-0012;Impermeabilización;2;2,7;3;149;-4;4;353228,2;440652,21;24,75;173356,17;43896,32;135975,71;87424,01;;0;0,0;0;0;0;17147;200gr;18862;0;0;;0
HIDRO-2025-00449;2024-10-04 13:28:39.817331;Sur;Industrial;TEC-0004;Riego Agrícola;2;2,4;5;44;-7;0;624941,8;658094,19;5,3;554600,1;17523,6;52818,1;33152,39;;160;13,89;0;0;0;0;;0;27;2;;0
HIDRO-2025-00548;2024-10-05 13:28:39.819199;Central;Industrial;TEC-0001;Red Agua Potable;3;1,6;1;102;-1;2;5397797,6;8096696,4;50,0;5251116,0;39655,2;107026,4;2698898,8;PE;400;21,32;6;2;42;0;;0;0;0;;0
HIDRO-2025-00085;2024-10-06 13:28:39.810933;Este;Municipal;TEC-0014;Reparación;2;1,6;5;14;-7;3;11799,74;12774,33;8,26;11352,12;77,38;370,24;974,59;FD;250;0,104;0;0;0;0;;0;0;0;Refuerzo;2
HIDRO-2025-00362;2024-10-06 13:28:39.815774;Oeste;Privado;TEC-0038;Impermeabilización;1;2,0;5;45;-7;1;179612,16;170105,58;-5,29;83057,26;17105,92;79448,98;-9506,58;;0;0,0;0;0;0;6682;vertederos;7350;0;0;;0
HIDRO-2025-00225;2024-10-07 13:28:39.813412;Este;Comunidad de Regantes;TEC-0022;Impermeabilización;1;2,2;3;124;-4;3;499618,56;510604,22;2,2;231036,41;47582,72;220999,43;10985,66;;0;0,0;0;0;0;18587;vertederos;20446;0;0;;0
HIDRO-2025-00392;2024-10-07 13:28:39.816302;Norte;Privado;TEC-0003;Red Agua Potable;1;2,8;1;110;-1;2;1153883,9;1413934,39;22,54;1075804,3;22834,6;55245,0;260050,49;FD;100;36,83;11;3;73;0;;0;0;0;;0
HIDRO-2025-00456;2024-10-07 13:28:39.817451;Este;Municipal;TEC-0034;Red Agua Potable;1;2,3;1;147;0;2;19123069,7;26007739,11;36,0;18760933,1;91270,2;270866,4;6884669,41;PE;500;49,07;14;4;98;0;;0;0;0;;0
HIDRO-2025-01216;2024-10-08 13:28:39.831203;Central;Municipal;TEC-0003;Riego Agrícola;2;2,1;2;37;-3;3;1142470,0;1316072,56;15,2;1071202,0;20946,0;50322,0;173602,56;;250;11,1;0;0;0;0;;0;22;2;;0
